No,URL,Product ID,Category,Product name,Product code,SKU,Shade name,Shade code,Hex code,Price (₹),Stock,Quantity,Tagline,Short description,Description,Key benefits,Ingredients,How to Use,Caution,Shipping and Delivery,Product link
11,https://github.com/StaytunedLLP/itsme.fashion/issues/352,2j0ssMKrfg83R0eQ6ZtQ,face,Compact Powder,COM111,ITS-FAC-CPD-111-10G,Natural Beauty,111,#f7debe,"1,199",500,10 gms,Flowless in a flash,Say goodbye to unwanted shine and hello to a flawless matte finish with It's Me Compact Powder!,"Say goodbye to unwanted shine and hello to a flawless matte finish with It's Me Compact Powder! This ultra-lightweight formula absorbs excess oil, blurs imperfections, and sets your makeup for an all-day fresh, airbrushed look. Designed for all skin types, it offers a breathable, non-cakey feel that blends seamlessly for natural, even-toned skin. Whether you wear it alone or over foundation, expect a smooth, photo-ready finish that lasts! Available in versatile shades to match every skin tone.","Long-Lasting Oil Control – Absorbs excess oil for a shine-free look all day.
Flawless Matte Finish – Smooths skin texture, blurring pores & fine lines instantly.
Feather-Light & Breathable – Feels ultra-comfortable, never cakey or heavy.
Buildable, Custom Coverage – Wear it lightly for a natural look or layer for extra coverage.
Dermatologist-Tested & Suitable for All Skin Types – Gentle, non-clogging formula ideal for daily use","Talc, Calcium Carbonate, Titanium Dioxide, Zinc Oxide, Zinc Stearate, Kaolin, Dimithicone-350, Capryl Glycol, Octyl Methoxycinnamate (OMC), Magnesium Stearate, Tocopheryl Acetate, Aqua May Contain CI 77891, CI 77491, CI 77492, CI 77499","Use a soft brush or sponge to gently press the powder onto your skin.
Apply on T-zone (forehead, nose, chin) for the best oil control.
Wear alone for a fresh, natural look or over foundation for a flawless matte finish.
Reapply as needed throughout the day for touch-ups & extra oil absorption","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
12,https://github.com/StaytunedLLP/itsme.fashion/issues/353,2j0ssMKrfg83R0eQ6ZtQ,face,Compact Powder,COM112,ITS-FAC-CPD-112-10G,Natural look,112,#e6c8aa,"1,199",500,10 gms,Flowless in a flash,Say goodbye to unwanted shine and hello to a flawless matte finish with It's Me Compact Powder!,"Say goodbye to unwanted shine and hello to a flawless matte finish with It's Me Compact Powder! This ultra-lightweight formula absorbs excess oil, blurs imperfections, and sets your makeup for an all-day fresh, airbrushed look. Designed for all skin types, it offers a breathable, non-cakey feel that blends seamlessly for natural, even-toned skin. Whether you wear it alone or over foundation, expect a smooth, photo-ready finish that lasts! Available in versatile shades to match every skin tone.","Long-Lasting Oil Control – Absorbs excess oil for a shine-free look all day.
Flawless Matte Finish – Smooths skin texture, blurring pores & fine lines instantly.
Feather-Light & Breathable – Feels ultra-comfortable, never cakey or heavy.
Buildable, Custom Coverage – Wear it lightly for a natural look or layer for extra coverage.
Dermatologist-Tested & Suitable for All Skin Types – Gentle, non-clogging formula ideal for daily use","Talc, Calcium Carbonate, Titanium Dioxide, Zinc Oxide, Zinc Stearate, Kaolin, Dimithicone-350, Capryl Glycol, Octyl Methoxycinnamate (OMC), Magnesium Stearate, Tocopheryl Acetate, Aqua May Contain CI 77891, CI 77491, CI 77492, CI 77500","Use a soft brush or sponge to gently press the powder onto your skin.
Apply on T-zone (forehead, nose, chin) for the best oil control.
Wear alone for a fresh, natural look or over foundation for a flawless matte finish.
Reapply as needed throughout the day for touch-ups & extra oil absorption","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
13,https://github.com/StaytunedLLP/itsme.fashion/issues/354,2j0ssMKrfg83R0eQ6ZtQ,face,Compact Powder,COM113,ITS-FAC-CPD-113-10G,Desert Beige,113,#e0cbaf,"1,199",500,10 gms,Flowless in a flash,Say goodbye to unwanted shine and hello to a flawless matte finish with It's Me Compact Powder!,"Say goodbye to unwanted shine and hello to a flawless matte finish with It's Me Compact Powder! This ultra-lightweight formula absorbs excess oil, blurs imperfections, and sets your makeup for an all-day fresh, airbrushed look. Designed for all skin types, it offers a breathable, non-cakey feel that blends seamlessly for natural, even-toned skin. Whether you wear it alone or over foundation, expect a smooth, photo-ready finish that lasts! Available in versatile shades to match every skin tone.","Long-Lasting Oil Control – Absorbs excess oil for a shine-free look all day.
Flawless Matte Finish – Smooths skin texture, blurring pores & fine lines instantly.
Feather-Light & Breathable – Feels ultra-comfortable, never cakey or heavy.
Buildable, Custom Coverage – Wear it lightly for a natural look or layer for extra coverage.
Dermatologist-Tested & Suitable for All Skin Types – Gentle, non-clogging formula ideal for daily use","Talc, Calcium Carbonate, Titanium Dioxide, Zinc Oxide, Zinc Stearate, Kaolin, Dimithicone-350, Capryl Glycol, Octyl Methoxycinnamate (OMC), Magnesium Stearate, Tocopheryl Acetate, Aqua May Contain CI 77891, CI 77491, CI 77492, CI 77501","Use a soft brush or sponge to gently press the powder onto your skin.
Apply on T-zone (forehead, nose, chin) for the best oil control.
Wear alone for a fresh, natural look or over foundation for a flawless matte finish.
Reapply as needed throughout the day for touch-ups & extra oil absorption","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
14,https://github.com/StaytunedLLP/itsme.fashion/issues/355,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ101,ITS-LIP-LML-101-3ML,Baddie,101,#87402d,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77891","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
15,https://github.com/StaytunedLLP/itsme.fashion/issues/356,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ202,ITS-LIP-LML-202-3ML,Retro,202,#7a0c31,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77892","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
16,https://github.com/StaytunedLLP/itsme.fashion/issues/357,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ303,ITS-LIP-LML-303-3ML,Lychee,303,#913c3c,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77893","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
17,https://github.com/StaytunedLLP/itsme.fashion/issues/358,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ404,ITS-LIP-LML-404-3ML,Sedona,404,#590223,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77894","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
18,https://github.com/StaytunedLLP/itsme.fashion/issues/359,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ505,ITS-LIP-LML-505-3ML,Jam,505,#803442,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77895","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
19,https://github.com/StaytunedLLP/itsme.fashion/issues/360,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ606,ITS-LIP-LML-606-3ML,Rosebud,606,#8f0722,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77896","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
20,https://github.com/StaytunedLLP/itsme.fashion/issues/361,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ707,ITS-LIP-LML-707-3ML,Libra,707,#8c4151,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77897","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
21,https://github.com/StaytunedLLP/itsme.fashion/issues/362,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ808,ITS-LIP-LML-808-3ML,Baci,808,#8a424f,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77898","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
22,https://github.com/StaytunedLLP/itsme.fashion/issues/363,xMI8dEsVWeIveS2HloqO,lips,Liquid Matte Lipstick,LIQ909,ITS-LIP-LML-909-3ML,IF Only,909,#661e1e,899,500,3.0 ml,Liquid love matte luck,Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort.,"Elevate your lip game with It's Me Liquid Lipstick—where intense pigment meets unmatched comfort. This weightless formula glides on smoothly, drying to a luxurious matte-satin hybrid finish that stays put for hours. Unlike traditional mattes that feel dry or heavy, our hydrating infusion keeps your lips soft, plump, and flake-free. With transfer-proof and smudge-resistant technology, your lip color remains fresh and vibrant all day. Available in 10 stunning shades for every mood, skin tone, and occasion!","Intense One-Swipe Color – Highly pigmented formula for rich, full coverage in a single stroke.
Long-Wearing & Transfer-Proof – Smudge-resistant, kiss-proof, and fade-resistant for all-day confidence.
Ultra-Lightweight & Non-Drying – Feels breathable and comfortable, without cracking or flaking.
Hydration-Infused Formula – Enriched with moisture-lock technology to keep lips soft and nourished.
Precision Applicator – Specially designed wand for smooth, even application with zero mess.","Isopropyl Myristate, Castor Oil, Carnauba Wax, Kahl Wax, Titanium Dioxide, Mica, Fragrance, Vitamin E, Additive May Contain CI 42090/CI 77499/CI 19140/CI 77891/CI 77899","Start with clean, dry lips.
Use the precision applicator to outline lips, then fill in with bold color.
Allow to set for 10-15 seconds for a flawless matte-satin finish.
For a longer-lasting effect, exfoliate lips before application and avoid oily foods.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
23,https://github.com/StaytunedLLP/itsme.fashion/issues/364,oA6T55AFguCQqNRpeK3O,lips,Satin Matte Lipstick,SMBL01,ITS-LIP-SML-01-2.5G,Vibrant Pink,1,#d42c56,"1,099",500,2.5 gm,Pouty Perfection,Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick.,"Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick. Designed for beauty lovers who crave a bold matte finish without dryness, this lipstick glides effortlessly, delivering full-coverage color in just one swipe. The nourishing formula keeps lips soft, ensuring a smooth and comfortable wear all day. Available in stunning shades that suit every mood and occasion!","Highly Pigmented Formula – Rich, intense color payoff in a single stroke.
Velvet Matte Finish – A non-drying, creamy matte texture that feels ultra-light on lips.
Long-Lasting Wear – Smudge-resistant formula that stays put for hours.
Hydration-Infused Comfort – Packed with moisturizing ingredients to prevent flaking and dryness.
Versatile Shade Range – From everyday neutrals to show-stopping reds, find your perfect match!","castor oil, carnauba wax, ozokerite wax, caprylic caprylic triglycerides candelilla wax, cetyl alcohol, vitamin e fragrance, additive may contain ci 42090 ci 19140 / ci 77891/ ci 77499/ ci 77492 / ci15850 / c1175470/ ci 77681/ ci177019","Apply directly from the bullet for a bold look or dab with a brush for a soft, diffused effect.
For enhanced precision, outline lips with a liner before application.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
24,https://github.com/StaytunedLLP/itsme.fashion/issues/365,oA6T55AFguCQqNRpeK3O,lips,Satin Matte Lipstick,SMBL02,ITS-LIP-SML-02-2.5G,Hot Red,2,#ab0e25,"1,099",500,2.5 gm,Pouty Perfection,Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick.,"Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick. Designed for beauty lovers who crave a bold matte finish without dryness, this lipstick glides effortlessly, delivering full-coverage color in just one swipe. The nourishing formula keeps lips soft, ensuring a smooth and comfortable wear all day. Available in stunning shades that suit every mood and occasion!","Highly Pigmented Formula – Rich, intense color payoff in a single stroke.
Velvet Matte Finish – A non-drying, creamy matte texture that feels ultra-light on lips.
Long-Lasting Wear – Smudge-resistant formula that stays put for hours.
Hydration-Infused Comfort – Packed with moisturizing ingredients to prevent flaking and dryness.
Versatile Shade Range – From everyday neutrals to show-stopping reds, find your perfect match!","castor oil, carnauba wax, ozokerite wax, caprylic caprylic triglycerides candelilla wax, cetyl alcohol, vitamin e fragrance, additive may contain ci 42090 ci 19140 / ci 77891/ ci 77499/ ci 77492 / ci15850 / c1175470/ ci 77681/ ci177020","Apply directly from the bullet for a bold look or dab with a brush for a soft, diffused effect.
For enhanced precision, outline lips with a liner before application.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
25,https://github.com/StaytunedLLP/itsme.fashion/issues/366,oA6T55AFguCQqNRpeK3O,lips,Satin Matte Lipstick,SMBL03,ITS-LIP-SML-03-2.5G,Crimson,3,#420b26,"1,099",500,2.5 gm,Pouty Perfection,Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick.,"Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick. Designed for beauty lovers who crave a bold matte finish without dryness, this lipstick glides effortlessly, delivering full-coverage color in just one swipe. The nourishing formula keeps lips soft, ensuring a smooth and comfortable wear all day. Available in stunning shades that suit every mood and occasion!","Highly Pigmented Formula – Rich, intense color payoff in a single stroke.
Velvet Matte Finish – A non-drying, creamy matte texture that feels ultra-light on lips.
Long-Lasting Wear – Smudge-resistant formula that stays put for hours.
Hydration-Infused Comfort – Packed with moisturizing ingredients to prevent flaking and dryness.
Versatile Shade Range – From everyday neutrals to show-stopping reds, find your perfect match!","castor oil, carnauba wax, ozokerite wax, caprylic caprylic triglycerides candelilla wax, cetyl alcohol, vitamin e fragrance, additive may contain ci 42090 ci 19140 / ci 77891/ ci 77499/ ci 77492 / ci15850 / c1175470/ ci 77681/ ci177021","Apply directly from the bullet for a bold look or dab with a brush for a soft, diffused effect.
For enhanced precision, outline lips with a liner before application.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
26,https://github.com/StaytunedLLP/itsme.fashion/issues/367,oA6T55AFguCQqNRpeK3O,lips,Satin Matte Lipstick,SMBL04,ITS-LIP-SML-04-2.5G,Flesh,4,#634b4b,"1,099",500,2.5 gm,Pouty Perfection,Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick.,"Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick. Designed for beauty lovers who crave a bold matte finish without dryness, this lipstick glides effortlessly, delivering full-coverage color in just one swipe. The nourishing formula keeps lips soft, ensuring a smooth and comfortable wear all day. Available in stunning shades that suit every mood and occasion!","Highly Pigmented Formula – Rich, intense color payoff in a single stroke.
Velvet Matte Finish – A non-drying, creamy matte texture that feels ultra-light on lips.
Long-Lasting Wear – Smudge-resistant formula that stays put for hours.
Hydration-Infused Comfort – Packed with moisturizing ingredients to prevent flaking and dryness.
Versatile Shade Range – From everyday neutrals to show-stopping reds, find your perfect match!","castor oil, carnauba wax, ozokerite wax, caprylic caprylic triglycerides candelilla wax, cetyl alcohol, vitamin e fragrance, additive may contain ci 42090 ci 19140 / ci 77891/ ci 77499/ ci 77492 / ci15850 / c1175470/ ci 77681/ ci177022","Apply directly from the bullet for a bold look or dab with a brush for a soft, diffused effect.
For enhanced precision, outline lips with a liner before application.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
27,https://github.com/StaytunedLLP/itsme.fashion/issues/368,oA6T55AFguCQqNRpeK3O,lips,Satin Matte Lipstick,SMBL05,ITS-LIP-SML-05-2.5G,Marlot,5,#522632,"1,099",500,2.5 gm,Pouty Perfection,Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick.,"Experience the perfect harmony of rich pigmentation and velvety texture with It's Me Satin Matte Bullet Lipstick. Designed for beauty lovers who crave a bold matte finish without dryness, this lipstick glides effortlessly, delivering full-coverage color in just one swipe. The nourishing formula keeps lips soft, ensuring a smooth and comfortable wear all day. Available in stunning shades that suit every mood and occasion!","Highly Pigmented Formula – Rich, intense color payoff in a single stroke.
Velvet Matte Finish – A non-drying, creamy matte texture that feels ultra-light on lips.
Long-Lasting Wear – Smudge-resistant formula that stays put for hours.
Hydration-Infused Comfort – Packed with moisturizing ingredients to prevent flaking and dryness.
Versatile Shade Range – From everyday neutrals to show-stopping reds, find your perfect match!","castor oil, carnauba wax, ozokerite wax, caprylic caprylic triglycerides candelilla wax, cetyl alcohol, vitamin e fragrance, additive may contain ci 42090 ci 19140 / ci 77891/ ci 77499/ ci 77492 / ci15850 / c1175470/ ci 77681/ ci177023","Apply directly from the bullet for a bold look or dab with a brush for a soft, diffused effect.
For enhanced precision, outline lips with a liner before application.","Discontinue use if irritation occurs, FOR EXTERNAL USE ONLY",Experience the convenience of swift order fulfillment with our top-notch Shipping services.,
